40.724331 , -73.999641   ,  40.723522, -74.010590
 40.724422 , -73.999626   ,  40.750271, -73.939980
 40.724388 , -73.999619   ,  40.766556, -73.978104
 40.724438 , -73.999619   ,  40.748241, -74.003723
 40.724339 , -73.999603   ,  40.730358, -74.000252
 40.724419 , -73.999588   ,  40.762959, -73.960129
 40.723995 , -73.999573   ,  40.730541, -74.009560
 40.723911 , -73.999557   ,  40.717232, -74.006294
 40.724228 , -73.999557   ,  40.762451, -73.975342
 40.724174 , -73.999504   ,  40.712437, -74.009018
 40.724350 , -73.999481   ,  40.738789, -74.003571
 40.723850 , -73.999474   ,  40.749859, -73.991989
 40.724197 , -73.999474   ,  40.765045, -73.975220
 40.723843 , -73.999458   ,  40.747032, -73.985023
 40.723820 , -73.999443   ,  40.763947, -73.980652
 40.724442 , -73.999428   ,  40.762611, -73.983353
 40.724365 , -73.999405   ,  40.719803, -73.999390
 40.724331 , -73.999397   ,  40.741180, -74.005699
 40.724445 , -73.999382   ,  40.736691, -73.997421
 40.723827 , -73.999374   ,  40.762745, -73.974236
 40.724361 , -73.999374   ,  40.726982, -73.985756
 40.724056 , -73.999367   ,  40.736897, -73.984543
 40.724182 , -73.999359   ,  40.742222, -74.004547
 40.723991 , -73.999336   ,  40.721046, -74.004898
 40.724155 , -73.999329   ,  40.749744, -73.981514
 40.724201 , -73.999321   ,  40.752155, -73.977020
 40.724030 , -73.999321   ,  40.727581, -73.989052
 40.724201 , -73.999313   ,  40.731880, -74.000931
 40.723900 , -73.999313   ,  40.684944, -73.962181
 40.724430 , -73.999306   ,  40.746830, -73.986237
 40.723919 , -73.999283   ,  40.711449, -74.015518
 40.724258 , -73.999283   ,  40.735069, -73.985962
 40.724323 , -73.999275   ,  40.719559, -73.991852
 40.723946 , -73.999275   ,  40.732510, -74.005493
 40.723846 , -73.999275   ,  40.749290, -73.975090
 40.724209 , -73.999268   ,  40.734779, -74.009529
 40.724003 , -73.999268   ,  40.747131, -73.956268
 40.723839 , -73.999245   ,  40.718594, -74.012749
 40.723824 , -73.999237   ,  40.648876, -73.782974
 40.724121 , -73.999222   ,  40.732452, -74.000374
 40.724152 , -73.999199   ,  40.746441, -74.001038
 40.724339 , -73.999199   ,  40.714039, -73.998734
 40.724003 , -73.999199   ,  40.679295, -73.972076
 40.723961 , -73.999168   ,  40.768471, -73.996147
 40.724285 , -73.999168   ,  40.745983, -73.994286
 40.723862 , -73.999161   ,  40.754650, -73.968918
 40.724113 , -73.999161   ,  40.732494, -73.989403
 40.723843 , -73.999153   ,  40.796146, -73.971436
 40.724220 , -73.999138   ,  40.765289, -73.980080
 40.724072 , -73.999138   ,  40.730286, -74.000038
 40.723942 , -73.999123   ,  40.709511, -74.011322
 40.723888 , -73.999123   ,  40.735260, -74.006111
 40.724075 , -73.999107   ,  40.714935, -73.998718
 40.723995 , -73.999107   ,  40.707649, -74.005867
 40.723949 , -73.999100   ,  40.699959, -73.915405
 40.724258 , -73.999100   ,  40.755661, -73.973160
 40.723980 , -73.999100   ,  40.657822, -73.983292
 40.724361 , -73.999092   ,  40.761501, -73.999870
 40.723900 , -73.999092   ,  40.744343, -73.983734
 40.723934 , -73.999092   ,  40.761681, -73.979370
 40.724159 , -73.999092   ,  40.728821, -74.009468
 40.724152 , -73.999092   ,  40.712704, -73.965843
 40.724075 , -73.999084   ,  40.729336, -73.978096
 40.723858 , -73.999084   ,  40.763058, -73.993568
 40.724430 , -73.999077   ,  40.674072, -73.967072
 40.723999 , -73.999077   ,  40.720329, -73.996017
 40.723827 , -73.999077   ,  40.745201, -73.994987
 40.724297 , -73.999077   ,  40.757671, -73.993103
 40.724171 , -73.999069   ,  40.689980, -73.992279
 40.724003 , -73.999069   ,  40.720798, -74.009865
 40.724361 , -73.999069   ,  40.768391, -73.984642
 40.723991 , -73.999069   ,  40.739635, -73.995087
 40.723953 , -73.999062   ,  40.702362, -73.988579
 40.723953 , -73.999062   ,  40.714027, -74.007835
 40.723850 , -73.999062   ,  40.772999, -73.885368
 40.723961 , -73.999062   ,  40.682861, -73.934402
 40.724258 , -73.999062   ,  40.708054, -74.007095
 40.724377 , -73.999046   ,  40.718441, -74.007072
 40.723969 , -73.999039   ,  40.708344, -74.009529
 40.724442 , -73.999039   ,  40.762127, -73.960060
 40.724331 , -73.999039   ,  40.782833, -73.978584
 40.724346 , -73.999039   ,  40.757645, -73.984070
 40.723831 , -73.999031   ,  40.725632, -74.004799
 40.723961 , -73.999031   ,  40.730061, -74.003510
 40.724136 , -73.999031   ,  40.730713, -73.990532
 40.724415 , -73.999023   ,  40.733158, -73.993347
 40.724258 , -73.999023   ,  40.710384, -74.011292
 40.724232 , -73.999023   ,  40.718353, -74.000557
 40.723923 , -73.999023   ,  40.714474, -73.992348
 40.724178 , -73.999023   ,  40.750118, -73.994919
 40.724365 , -73.999016   ,  40.798931, -73.962479
 40.723934 , -73.999008   ,  40.709278, -73.968956
 40.723869 , -73.999008   ,  40.735813, -74.006325
 40.724388 , -73.999008   ,  40.735641, -73.985359
 40.724121 , -73.999008   ,  40.708038, -74.007347
 40.723869 , -73.999008   ,  40.755428, -73.982460
 40.724201 , -73.999001   ,  40.778854, -73.914490
 40.724072 , -73.999001   ,  40.729210, -74.011162
 40.724220 , -73.999001   ,  40.715542, -74.015198
 40.724220 , -73.998993   ,  40.720890, -74.004173
 40.724216 , -73.998993   ,  40.742500, -73.999458
 40.723827 , -73.998993   ,  40.752934, -73.966843
 40.723888 , -73.998985   ,  40.717976, -74.008858
 40.724148 , -73.998985   ,  40.777458, -73.955025
 40.724300 , -73.998985   ,  40.726120, -73.991982
 40.724300 , -73.998985   ,  40.730919, -74.004265
 40.724121 , -73.998985   ,  40.770191, -73.967651
 40.723919 , -73.998985   ,  40.745533, -73.989021
 40.724129 , -73.998978   ,  40.729599, -73.988167
 40.724091 , -73.998978   ,  40.731392, -73.988419
 40.724258 , -73.998970   ,  40.764610, -73.980453
 40.724285 , -73.998970   ,  40.742615, -73.984665
 40.724197 , -73.998970   ,  40.742195, -73.993355
 40.724415 , -73.998970   ,  40.756294, -73.985222
 40.724316 , -73.998962   ,  40.693172, -73.972023
 40.724049 , -73.998962   ,  40.710518, -73.948212
 40.724373 , -73.998962   ,  40.745464, -73.982254
 40.724148 , -73.998955   ,  40.748352, -73.988441
 40.724396 , -73.998955   ,  40.722668, -73.988464
 40.724190 , -73.998947   ,  40.708179, -74.006332
 40.724419 , -73.998947   ,  40.729858, -73.974846
 40.724056 , -73.998947   ,  40.738148, -74.004387
 40.724178 , -73.998940   ,  40.706749, -74.005096
 40.724445 , -73.998940   ,  40.652054, -73.961441
 40.724091 , -73.998940   ,  40.748291, -73.988617
 40.724037 , -73.998940   ,  40.772541, -73.952591
 40.724197 , -73.998940   ,  40.710678, -73.966393
 40.724323 , -73.998940   ,  40.685776, -73.985870
 40.724308 , -73.998932   ,  40.768936, -73.965263
 40.724316 , -73.998932   ,  40.722546, -73.946762
 40.724365 , -73.998932   ,  40.722511, -73.954735
 40.724266 , -73.998924   ,  40.747025, -73.997223
 40.724091 , -73.998924   ,  40.722519, -74.006294
 40.724197 , -73.998924   ,  40.743076, -73.997269
 40.724171 , -73.998924   ,  40.727535, -73.951385
 40.724171 , -73.998917   ,  40.741261, -74.003128
 40.723869 , -73.998917   ,  40.778149, -73.978172
 40.724239 , -73.998917   ,  40.695717, -73.997269
 40.724140 , -73.998909   ,  40.738075, -73.983444
 40.724407 , -73.998909   ,  40.785889, -73.970680
 40.724072 , -73.998909   ,  40.759441, -73.984085
 40.724010 , -73.998909   ,  40.609573, -73.921928
 40.724052 , -73.998909   ,  40.750278, -73.982780
 40.724003 , -73.998901   ,  40.738876, -73.985458
 40.724171 , -73.998901   ,  40.685692, -73.948914
 40.724369 , -73.998901   ,  40.713806, -74.009529
 40.724422 , -73.998894   ,  40.788670, -73.970573
 40.724407 , -73.998894   ,  40.756260, -73.990295
 40.724304 , -73.998894   ,  40.725018, -74.002495
 40.724419 , -73.998894   ,  40.716568, -73.988823
 40.724430 , -73.998894   ,  40.716080, -73.959557
 40.724064 , -73.998894   ,  40.645824, -73.776299
 40.724144 , -73.998886   ,  40.740860, -74.007607
 40.723873 , -73.998886   ,  40.718082, -74.014679
 40.724094 , -73.998886   ,  40.701504, -73.989700
 40.724442 , -73.998886   ,  40.721310, -73.998131
